股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記
3231,緯創,930,700,1,54190,54419,795103,23,5,,408,390,795103,1, 
3257,虹冠電,19,37,1,2540,2521,19955,,,,,,19955,,X 
3266,昇陽,3,,,504,507,88078,,,,,,88078,, 
3296,勝德,3,9,,1773,1767,24181,,,,,,24181,, 
3305,昇貿,2615,3102,7,12490,11996,36161,15,10,,124,119,36161,48, 
3308,聯德,,2,,639,637,15000,,,,1,1,15000,, 
3311,閎暉,10,2,2,3257,3263,25000,,,,,,25000,, 
3312,弘憶股,107,162,2,5059,5002,45656,14,1,,28,15,45656,, 
3321,同泰,,,,,,,,,,,,,,OX 
3338,泰碩,191,291,20,4724,4604,21977,20,,,33,13,21977,, 
3346,麗清,38,14,14,3651,3661,30307,6,,,6,,30307,, 
3356,奇偶,91,139,,1975,1927,19985,,,,66,66,19985,, 
3376,新日興,387,726,,12280,11941,48940,8,1,,20,13,48940,10, 
3380,明泰,197,126,,6668,6739,135429,5,,,18,13,135429,1, 
3406,玉晶光,378,332,,2132,2178,28185,5,2,,46,43,28185,8, 
3413,京鼎,103,222,,3573,3454,27690,,,,4,4,27690,, 
3416,融程電,10,21,,1158,1147,20123,,,,9,9,20123,, 
3419,譁裕,,,,1522,1522,,,,,,,,,OX 
3432,台端,,,,,,,,,,,,,,OX 
3437,榮創,74,121,36,3324,3241,36137,4,2,,30,28,36137,1, 
3443,創意,222,440,3,4740,4519,33502,20,1,,78,59,33502,1, 
3447,展達,24,14,2,2639,2647,19362,,10,,9,19,19362,, 
3450,聯鈞,454,725,4,17536,17261,36420,56,10,,854,808,36420,230, 
3481,群創,42761,64740,237,437216,415000,1997299,1945,879,,17999,16933,1997299,1218, 
3494,誠研,,,,,,,,,,,,,,OX 
3501,維熹,,,,643,643,29564,,,,5,5,29564,1, 
3504,揚明光,423,337,,2782,2868,28514,29,17,,127,115,28514,12, 
3515,華擎,33,33,11,2155,2144,30886,,,,7,7,30886,, 
3518,柏騰,64,86,,3747,3725,23440,9,,,59,50,23440,1, 
3528,安馳,66,45,,2532,2553,16659,,,,,,16659,, 
3530,晶相光,3,32,10,1346,1307,19368,,1,,1,2,19368,, 
3532,台勝科,38,102,5,5939,5870,96962,11,,,99,88,96962,83, 
3533,嘉澤,51,41,,1064,1074,28133,1,,,2,1,28133,, 
3535,晶彩科,1229,826,2,7476,7877,19763,56,214,2,187,343,19763,6, 
3543,州巧,143,475,22,7231,6877,27565,4,3,,24,23,27565,, 
3545,敦泰,93,166,,5017,4944,55287,,1,,48,49,55287,17, 
3550,聯穎,193,217,,13654,13630,26887,1,1,,16,16,26887,, 
3557,嘉威,2,1,,402,403,17999,,9,1,1,9,17999,, 
3563,牧德,313,302,,7137,7148,12300,2,,,20,18,12300,5, 
3576,聯合再生,,,,,,,,,,,,,,OX 
3583,辛耘,158,284,1,2499,2372,20086,17,24,,751,758,20086,, 
3588,通嘉,81,45,,1413,1449,15498,,,,2,2,15498,, 
3591,艾笛森,680,380,,24709,25009,36346,1,2,,14,15,36346,17, 
3592,瑞鼎,17,39,1,921,898,18963,,,,,,18963,, 
3593,力銘,,,,,,,,,,,,,,OX 
3596,智易,142,55,,1417,1504,55088,,1,,5,6,55088,, 
3605,宏致,218,173,,6900,6945,40963,5,7,,132,134,40963,3, 
3607,谷崧,20,20,,2402,2402,30415,,,,,,30415,, 
3617,碩天,16,69,,2031,1978,23691,,,,,,23691,1, 
3622,洋華,26,21,1,1858,1862,37831,,,,1,1,37831,, 
3645,達邁,877,808,,11484,11553,34188,131,36,,433,338,34188,16, 
3652,精聯,1,,,799,800,18774,,,,,,18774,, 
3653,健策,40,104,3,2983,2916,36683,13,1,,25,13,36683,25, 
3661,世芯-KY,105,67,3,4763,4798,19832,6,1,,89,84,19832,, 
3665,貿聯-KY,250,235,6,2815,2824,48769,3,6,,19,22,48769,, 
3669,圓展,35,8,10,789,806,23229,,,,,,23229,2, 
3673,TPK-KY,2469,2455,1,19419,19432,101665,1,142,,259,400,101665,27, 
3679,新至陞,,2,,144,142,15755,,,,,,15755,, 
3686,達能,,,,,,,,,,,,,,OX 
3694,海華,1033,891,,7226,7368,38732,,7,,3,10,38732,, 
3701,大眾控,113,119,3,9561,9552,53909,12,,,28,16,53909,, 
3702,大聯大,213,1221,2,5309,4299,419780,11,101,107,891,874,419780,, 
3703,欣陸,10,4,,1374,1380,205803,,,,,,205803,, 
3704,合勤控,136,540,,5317,4913,103861,,2,,35,37,103861,3, 
3705,永信,,13,,449,436,66605,,,,,,66605,, 
3706,神達,314,740,6,34304,33872,331803,3,9,,115,121,331803,15, 
3708,上緯投控,36,63,,4258,4231,24401,2,2,,298,298,24401,, 
3711,日月光投控,1051,672,86,7724,8017,1117643,26,264,,93,331,1117643,6, 
3712,永崴投控,33,69,20,2859,2803,61560,,17,,560,577,61560,1, 
3714,富采,982,628,25,33226,33555,166985,13,25,,516,528,166985,9, 
3715,定穎投控,625,1093,6,29854,29380,70893,14,157,,53,196,70893,6, 
3716,中化控股,9,7,,614,616,37441,,,,,,37441,, 
3717,聯嘉投控,274,95,,9134,9313,52017,15,10,53,934,876,52017,1, 
4104,佳醫,1,1,,153,153,47091,,,,1,1,47091,, 
4106,雃博,10,4,,497,503,25227,,,,,,25227,, 
4108,懷特,,,,,,,,,,,,,,OX 
4119,旭富,6,18,,727,715,29877,18,,,19,1,29877,, 
4133,亞諾法,9,,,1019,1028,15138,,,,,,15138,, 
4137,麗豐-KY,2,2,,1039,1039,20623,,,,,,20623,, 
4142,國光生,90,33,,6987,7044,107376,,,,,,107376,, 
4148,全宇生技-KY,1,26,,530,505,16808,,,,,,16808,, 
4155,訊映,29,39,,1046,1036,36203,,,,2,2,36203,, 
4164,承業醫,20,34,3,7316,7299,47647,,1,,1,2,47647,, 
4190,佐登-KY,,2,,300,298,15361,,,,,,15361,, 
4306,炎洲,34,300,,4626,4360,169189,,,,,,169189,, 
4414,如興,28,7,,850,871,53409,,,,,,53409,, 
4426,利勤,23,5,,1325,1343,43169,,,,,,43169,, 
4438,廣越,1,1,,799,799,28356,,,,,,28356,, 
4439,冠星-KY,,1,,235,234,9528,1,,,1,,9528,, 
4440,宜新實業,,,,88,88,16899,,,,,,16899,, 
4441,振大環球,14,2,,115,127,17043,,,,,,17043,, 
4526,東台,388,802,,8641,8227,63706,2,10,,222,230,63706,, 
4532,瑞智,13,14,1,2899,2897,123723,,,,1,1,123723,, 
4536,拓凱,130,78,,897,949,22705,,,,,,22705,, 
4540,全球傳動,1763,1515,,9321,9569,28796,9,38,,96,125,28796,38, 
4545,銘鈺,177,58,,1088,1207,19250,,1,,,1,19250,, 
4551,智伸科,55,172,,1737,1620,28805,,,,23,23,28805,1, 
4552,力達-KY,1,11,,2200,2190,29000,4,,,4,,29000,, 
4555,氣立,12,27,,2537,2522,17496,14,,,31,17,17496,, 
4557,永新-KY,1,4,,409,406,11992,,8,,,8,11992,, 
4560,強信-KY,9,,,264,273,17024,,,,,,17024,, 
4562,穎漢,271,810,4,3367,2824,21886,53,21,,190,158,21886,13, 
4564,元翎,107,376,2,12262,11991,58197,,1,,,1,58197,, 
4566,時碩工業,99,101,5,4945,4938,27498,,,,56,56,27498,, 
4569,六方科-KY,57,90,2,901,866,7650,1,,,1,,7650,, 
4571,鈞興-KY,813,936,,2879,2756,13254,6,1,,10,5,13254,3, 
4572,駐龍,,3,,291,288,10000,,,,,,10000,, 
4576,大銀微系統,249,661,1,4553,4140,29950,34,6,,319,291,29950,3, 
4581,光隆精密-KY,,,,80,80,8474,,,,,,8474,, 
4583,台灣精銳,49,21,,3900,3928,20042,1,,,28,27,20042,, 
4585,達明,144,133,,477,488,26152,,,,,,26152,1, 
4588,玖鼎電力,4,2,,378,380,10746,,,,4,4,10746,, 
4720,德淵,183,1026,,5911,5068,28629,11,4,,47,40,28629,1, 
4722,國精化,543,1028,,16866,16381,25696,27,33,,269,275,25696,4, 
4736,泰博,1,9,,281,273,23843,,,,,,23843,, 
4737,華廣,2,4,,692,690,19349,,,,,,19349,, 
4739,康普,380,209,30,6356,6497,30375,3,10,,93,100,30375,1, 
4746,台耀,18,6,,2336,2348,30063,,,,2,2,30063,, 
4755,三福化,8,5,,1601,1604,25176,,,,,,25176,, 
4763,材料*-KY,253,409,10,46575,46409,247286,5,3,,32,30,247286,1, 
4764,雙鍵,41,12,,5367,5396,21385,,,,4,4,21385,8, 
4766,南寶,39,100,17,3028,2950,30142,,,,,,30142,, 
4770,上品,5,23,,1330,1312,19994,,,,3,3,19994,, 
4771,望隼,75,149,,547,473,14677,,,,,,14677,4, 
4807,日成-KY,21,72,,1018,967,12249,,,,,,12249,, 
4904,遠傳,17,2,,630,645,878396,,,,,,878396,, 
4906,正文,1002,1051,2,29692,29641,111702,40,58,30,630,618,111702,3, 
4912,聯德控股-KY,75,199,1,4203,4078,16748,1,,1,14,12,16748,, 
4915,致伸,38,84,,5653,5607,117970,1,2,,12,13,117970,, 
4916,事欣科,555,570,,8967,8952,30976,45,12,,265,232,30976,, 
4919,新唐,1174,1795,3,20940,20316,104941,131,541,14,4318,4714,104941,21, 
4927,泰鼎-KY,1284,432,,33597,34449,66234,11,38,,458,485,66234,3, 
4930,燦星網,1,1,,3567,3567,20000,,,,,,20000,, 
4934,太極,,,,,,,,,,,,,,OX 
4935,茂林-KY,5,1,,393,397,32216,,,,,,32216,, 
4938,和碩,30,58,6,5517,5483,670541,,3,,15,18,670541,, 
4942,嘉彰,,9,,760,751,35591,,,,,,35591,, 
4943,康控-KY,,,,,,,,,,,,,,OX 
4949,有成精密,178,127,,4145,4196,16930,16,14,,223,221,16930,, 
4952,凌通,15,12,,1662,1665,27203,1,1,,2,2,27203,, 
4956,光鋐,290,255,10,6608,6633,25102,4,3,,115,114,25102,2, 
4958,臻鼎-KY,1678,1773,12,28185,28078,267649,23,107,,680,764,267649,43, 
4960,誠美材,1319,1400,83,20904,20740,142926,11,46,,400,435,142926,13, 
4961,天鈺,73,89,,2106,2090,30313,2,3,,10,11,30313,1, 
4967,十銓,451,408,6,10378,10415,22196,139,312,158,792,807,22196,4, 
4968,立積,69,26,,6361,6404,23052,2,1,,39,38,23052,1, 
4976,佳凌,131,141,,4536,4526,35337,15,4,,43,32,35337,2, 
4977,眾達-KY,222,276,4,8443,8385,20047,18,13,1,92,86,20047,5, 
4989,榮科,324,252,5,17645,17712,34444,16,31,,131,146,34444,4, 
4994,傳奇,3,1,1,2422,2423,16595,,,,,,16595,, 
4999,鑫禾,2,,,349,351,18604,,,,,,18604,, 
5007,三星,,,,8,8,73735,,,,,,73735,, 
5203,訊連,3,7,,1448,1444,19835,,,,2,2,19835,, 
5215,科嘉-KY,92,33,,825,884,16084,,,,1,1,16084,, 
5222,全訊,22,45,,2153,2130,22773,,,,19,19,22773,, 
5225,東科-KY,13,11,,1584,1586,19784,,,,21,21,19784,, 
5234,達興材料,50,15,,1602,1637,25678,,,,16,16,25678,, 
5243,乙盛-KY,809,449,,10486,10846,42132,15,32,,68,85,42132,1, 
5244,弘凱,11,29,,3166,3148,17060,,,,12,12,17060,1, 
5258,虹堡,605,257,,4583,4931,27591,44,6,,62,24,27591,6, 
5269,祥碩,109,98,4,3304,3311,18694,4,1,,19,16,18694,, 
5283,禾聯碩,,3,,114,111,21900,,,,,,21900,, 
5284,jpp-KY,98,153,,4994,4939,13223,1,1,,28,28,13223,, 
5285,界霖,298,265,,5002,5035,25510,,,,1,1,25510,5, 
5288,豐祥-KY,5,52,,2084,2037,17428,,,,,,17428,, 
5292,華懋,25,6,,1377,1396,10527,,,,1,1,10527,, 
5306,桂盟,3,1,,472,474,31500,,,,,,31500,, 
5388,中磊,381,565,3,7290,7103,76085,,4,,4,8,76085,3, 
5434,崇越,3,7,3,632,625,48414,,,,27,27,48414,, 
5469,瀚宇博,235,148,,15906,15993,121541,3,12,,63,72,121541,, 
5471,松翰,180,118,,3880,3942,41969,,3,,12,15,41969,, 
5484,慧友,,,,,,,,,,,,,,OX 
5515,建國,50,24,,1699,1725,50400,13,,,14,1,50400,, 
5519,隆大,2,10,,788,780,54799,,,,,,54799,, 
5521,工信,146,81,2,15151,15214,123070,,,,7,7,123070,3, 
5522,遠雄,12,25,,973,960,195399,,,,1,1,195399,, 
5525,順天,,2,,386,384,79526,,,,,,79526,, 
5531,鄉林,8,4,,2745,2749,244397,,,,,,244397,, 
5533,皇鼎,1,,,733,734,71311,,,,,,71311,, 
5534,長虹,13,3,,3612,3622,78831,,,,14,14,78831,, 
5538,東明-KY,3,2,,31,32,50300,,,,,,50300,, 
5546,永固-KY,,,,17,17,20588,,,,,,20588,, 
5607,遠雄港,33,,,1368,1401,92638,,,,,,92638,, 
5608,四維航,11,7,1,5000,5003,97319,,,,2,2,97319,, 
5706,鳳凰,16,3,,943,956,21227,,,,,,21227,, 
5871,中租-KY,61,67,101,5900,5793,427855,,,,4,4,427855,, 
5876,上海商銀,45,73,,1016,988,1215400,,,,1,1,1215400,2, 
5880,合庫金,20,28,,2059,2051,3920234,,,,23,23,3920234,, 
5906,台南-KY,,,,245,245,8935,,,,,,8935,, 
5907,大洋-KY,48,68,,5652,5632,48882,,,,1,1,48882,, 
6005,群益證,84,287,,5451,5248,542727,3,2,,63,62,542727,, 
6024,群益期,1,1,,171,171,62484,,,,,,62484,, 
6108,競國,15,40,,2438,2413,38623,,,,2,2,38623,, 
6112,邁達特,45,4,4,3324,3361,30589,,,,5,5,30589,, 
6115,鎰勝,,1,,58,57,46915,,,,,,46915,, 
6116,彩晶,848,1457,,33076,32467,714663,506,67,6,1241,796,714663,15, 
6117,迎廣,33,31,1,3791,3792,23140,5,,,79,74,23140,, 
6120,達運,118,79,,8583,8622,149749,,,,6,6,149749,, 
6128,上福,5,2,,113,116,31897,,,,,,31897,, 
6133,金橋,194,149,,3271,3316,29251,1,9,,3,11,29251,21, 
6136,富爾特,5,21,,2975,2959,28884,,,,2,2,28884,, 
6139,亞翔,821,729,,5328,5420,58893,3,5,,69,71,58893,53, 
6141,柏承,,,,54,54,,,,,,,,,OX 
6142,友勁,,,,,,,,,,,,,,OX 
6152,百一,,,,,,,,,,,,,,OX 
6153,嘉聯益,87,212,4,8954,8825,136837,2,38,,123,159,136837,1, 
6155,鈞寶,196,227,1,3224,3192,22005,33,3,,56,26,22005,8, 
6164,華興,99,12,,4099,4186,20000,,,,2,2,20000,, 
6165,浪凡,14,7,,8831,8838,19438,,,,,,19438,1, 
6166,凌華,148,464,,4649,4333,50767,6,3,,48,45,50767,4, 
6168,宏齊,113,65,1,4172,4219,51440,,,,7,7,51440,, 
6176,瑞儀,261,348,1,6201,6113,116256,,3,,4,7,116256,, 
6177,達麗,50,50,,3000,3000,117972,,,,4,4,117972,, 
6183,關貿,,,,13,13,37500,,,,,,37500,, 
6184,大豐電,,,,480,480,40531,,,,,,40531,, 
6189,豐藝,74,78,,2164,2160,65944,,2,,3,5,65944,, 
6191,精成科,605,571,14,23920,23940,124825,1,23,,15,37,124825,5, 
6192,巨路,41,18,2,859,880,24038,,,,,,24038,, 
6196,帆宣,79,86,,1893,1886,55082,,1,,31,32,55082,, 
6197,佳必琪,109,131,4,4600,4574,30521,,,,48,48,30521,3, 
6201,亞弘電,1,,,29,30,22300,,,,,,22300,, 
6202,盛群,72,41,,4293,4324,56542,1,1,,15,15,56542,, 
6205,詮欣,136,205,1,6763,6693,20558,6,3,,11,8,20558,, 
6206,飛捷,107,200,1,2491,2397,35765,1,,,12,11,35765,1, 
6209,今國光,3942,5937,,18383,16388,45155,25,88,,262,325,45155,59, 
6213,聯茂,513,468,5,13595,13635,90890,39,67,,629,657,90890,4, 
6214,精誠,21,27,1,1652,1645,68060,,,,2,2,68060,, 
6215,和椿,433,936,16,7240,6721,20697,14,5,,316,307,20697,4, 
6216,居易,4,21,,627,610,24324,,,,2,2,24324,, 
6224,聚鼎,36,141,,2334,2229,21411,1,,,15,14,21411,, 
6225,天瀚,,,,,,,,,,,,,,OX 
6226,光鼎,,,,,,,,,,,,,,OX 
6230,尼得科超眾,7,2,,580,585,21585,,1,,2,3,21585,, 
6235,華孚,50,8,1,4696,4737,49976,8,20,,31,43,49976,, 
6239,力成,3092,3667,13,18517,17929,189786,46,7,,150,111,189786,36, 
6243,迅杰,24,44,1,1687,1666,11317,1,,,4,3,11317,, 
6257,矽格,780,847,1,10909,10841,120978,17,46,1,101,129,120978,12, 
6269,台郡,70,43,15,6082,6094,80957,17,7,,119,109,80957,, 
6271,同欣電,710,188,13,7203,7712,52264,12,,,35,23,52264,5, 
6277,宏正,18,17,,419,420,29867,,,,,,29867,, 
6278,台表科,1804,2584,,17101,16321,73099,4,55,,211,262,73099,15, 
6281,全國電,7,,,96,103,24793,,,,,,24793,, 
6282,康舒,1296,1509,9,31761,31539,214007,8,29,,206,227,214007,54, 
6283,淳安,2,19,2,2619,2600,20632,1,,,2,1,20632,, 
6285,啟碁,3321,4816,3,16677,15179,120915,68,38,,492,462,120915,66, 
6405,悅城,18,88,39,6291,6182,16450,5,1,,107,103,16450,3, 
6409,旭隼,57,12,,2051,2096,21925,,,,3,3,21925,, 
6412,群電,131,129,10,2166,2158,100192,,4,,8,12,100192,5, 
6414,樺漢,51,111,1,1291,1230,36471,,7,3,157,161,36471,2, 
6415,矽力*-KY,1007,1093,7,5118,5025,97159,29,13,,150,134,97159,26, 
6416,瑞祺電通,26,30,,3425,3421,18337,,,,,,18337,, 
6426,統新,173,337,,5311,5147,9627,19,11,,39,31,9627,1, 
6431,光麗-KY,,,,,,,,,,,,,,OX 
6438,迅得,41,48,,4856,4849,20551,,,,13,13,20551,, 
6442,光聖,200,115,5,5267,5347,19759,19,3,,120,104,19759,2, 
6443,元晶,,317,,22359,22042,,29,,,5509,5480,,,OX 
6446,藥華藥,186,253,,8330,8263,94981,1,1,,22,22,94981,3, 
6449,鈺邦,538,391,,3711,3858,22974,148,6,,187,45,22974,238, 
6451,訊芯-KY,1027,1187,,11029,10869,28041,123,,41,544,380,28041,, 
6456,GIS-KY,754,520,9,14807,15032,84484,1,23,,70,92,84484,4, 
6464,台數科,,,,,,32195,,,,,,32195,, 
6472,保瑞,555,241,23,4499,4790,31933,13,5,,38,30,31933,1, 
6477,安集,30,24,,3908,3914,30946,1,,,2,1,30946,2, 
6491,晶碩,152,155,,642,639,19500,,,,1,1,19500,1, 
6504,南六,,,,107,107,18150,,,,,,18150,, 
6505,台塑化,164,126,,12159,12197,2381489,,1,,5,6,2381489,, 
6515,穎崴,22,23,,319,318,9010,2,2,,5,5,9010,1, 
6525,捷敏-KY,86,142,1,1216,1159,32261,,,1,2,1,32261,1, 
6526,達發,92,139,,1915,1868,41876,7,2,,9,4,41876,, 
6531,愛普*,745,1430,1,12908,12222,40711,40,121,,171,252,40711,5, 
6533,晶心科,60,30,,2282,2312,12662,2,2,,26,26,12662,2, 
6534,正瀚-創,5,,,5496,5501,25700,,,,,,25700,, 
6541,泰福-KY,14,3,6,3514,3519,66246,,,,1,1,66246,, 
6550,北極星藥業-KY,,,,,,,,,,,,,,OX 
6552,易華電,7,12,1,1514,1508,20750,,,,3,3,20750,, 
6558,興能高,41,38,1,3989,3991,21622,7,,,23,16,21622,1, 
6573,虹揚-KY,,,,,,,,,,,,,,OX 
6579,研揚,144,91,10,972,1015,42362,,,,4,4,42362,6, 
6581,鋼聯,,,,14,14,27817,,,,,,27817,, 
6582,申豐,3,,,369,372,26543,,,,,,26543,, 
6585,鼎基,7,14,,2022,2015,18033,,,,1,1,18033,, 
6589,台康生技,92,19,1,3402,3474,62970,2,,30,85,53,62970,1, 
6591,動力-KY,5,9,,2424,2420,10280,,,,3,3,10280,, 
6592,和潤企業,18,24,,667,661,155787,,,,6,6,155787,, 
6598,ABC-KY,,,,,,,,,,,,,,OX 
6605,帝寶,1,41,,2212,2172,41454,,,,,,41454,, 
6606,建德工業,,6,,562,556,27575,,,,,,27575,, 
6625,必應,10,23,,1039,1026,14493,,,,,,14493,, 
6641,基士德-KY,2,3,,176,175,9125,,,,,,9125,, 
6645,金萬林-創,,,,12,12,,,,,,,,,OX 
6655,科定,,,,1,1,20142,,,,,,20142,, 
6657,華安,9,9,1,2384,2383,22202,10,,,10,,22202,1, 
6658,聯策,401,258,5,2368,2506,9092,5,32,,70,97,9092,1, 
6666,羅麗芬-KY,2,1,,236,237,11847,,1,,,1,11847,, 
6668,中揚光,132,155,,3240,3217,19957,1,4,,1,4,19957,, 
6669,緯穎,89,72,8,2289,2298,46460,5,,,19,14,46460,, 
6670,復盛應用,1,5,,489,485,34846,,,,,,34846,, 
6671,三能-KY,2,,,66,68,15187,,,,,,15187,, 
6672,騰輝電子-KY,165,114,1,5729,5779,18588,7,1,202,608,400,18588,1, 
6674,鋐寶科技,,3,2,311,306,17174,,,,,,17174,, 
6689,伊雲谷,13,10,,1653,1656,17000,,2,,,2,17000,, 
6691,洋基工程,17,4,,1510,1523,30371,,1,,4,5,30371,, 
6695,芯鼎,131,587,,3441,2985,21614,15,,,25,10,21614,1, 
6698,旭暉應材,26,6,,1900,1920,16597,1,,,1,,16597,, 
6706,惠特,1522,959,1,9824,10386,19637,33,26,,394,387,19637,25, 
6715,嘉基,317,279,100,5307,5245,17008,4,3,,35,34,17008,4, 
6719,力智,509,474,,2023,2058,21120,,,,4,4,21120,9, 
6742,澤米,422,450,,2585,2557,17816,1,46,,34,79,17816,12, 
6743,安普新,3,15,,711,699,37500,,,,,,37500,, 
6753,龍德造船,62,31,1,5256,5286,29313,1,,,8,7,29313,, 
6754,匯僑設計,,1,,127,126,16500,,,,,,16500,, 
6756,威鋒電子,20,22,,646,644,17497,,,,3,3,17497,, 
6757,台灣虎航,23,37,,3591,3577,114882,,1,1,96,96,114882,, 
6768,志強-KY,106,18,1,1601,1688,50023,1,2,,6,7,50023,, 
6770,力積電,6301,9028,124,132225,129374,1069968,525,303,,3243,3021,1069968,230, 
6771,平和環保-創,,,,52,52,7794,,,,,,7794,, 
6776,展碁國際,5,12,,1082,1075,22895,,,,,,22895,, 
6781,AES-KY,88,62,1,3235,3260,21354,2,,,9,7,21354,, 
6782,視陽,63,40,,543,566,15750,,,,,,15750,, 
6789,采鈺,403,931,2,10258,9728,79574,43,23,,152,132,79574,35, 
6790,永豐實,2,1,,317,318,66782,,,,,,66782,, 
6792,詠業,25,33,,299,291,11968,,,,,,11968,, 
6794,向榮生技,2,,,222,224,12109,,,,,,12109,, 
6796,晉弘,3,1,1,307,308,10058,,,,,,10058,, 
6799,來頡,75,39,,1894,1930,10927,,,,,,10927,4, 
6805,富世達,138,52,,2791,2877,17138,,1,,7,8,17138,1, 
6806,森崴能源,,,63,1556,1493,,,,,,,,,OX 
6807,峰源-KY,,3,,136,133,13500,,,,,,13500,, 
6830,汎銓,61,80,,4627,4608,13361,13,15,,206,208,13361,2, 
6834,天二科技,1257,794,,3191,3654,22117,1,43,,82,124,22117,21, 
6835,圓裕,,28,,824,796,16543,,,,,,16543,, 
6838,台新藥,,,,2841,2841,,3,,,13,10,,,OX 
6854,錼創科技-KY創,141,37,,4164,4268,29419,,4,,3,7,29419,, 
6861,睿生光電,7,84,2,3446,3367,10399,28,14,,197,183,10399,33, 
6862,三集瑞-KY,32,45,1,1227,1213,12500,,4,,1,5,12500,, 
6863,永道-KY,12,28,,1073,1057,18722,5,,,6,1,18722,, 
6869,雲豹能源,92,61,1,3205,3235,34457,8,,,32,24,34457,, 
6873,泓德能源,37,38,,3834,3833,34591,5,,,19,14,34591,2, 
6885,全福生技,1,,,2390,2391,33254,,,,3,3,33254,, 
6887,寶綠特-KY,,,,1158,1158,18537,,,,,,18537,, 
6890,來億-KY,80,40,,2101,2141,62350,,,,4,4,62350,1, 
6901,鑽石投資,59,81,,3162,3140,213215,,,,,,213215,1, 
6902,GOGOLOOK,131,131,,554,554,8839,,,,2,2,8839,1, 
6906,現觀科,4,1,1,574,576,8384,,,,,,8384,, 
6909,創控,32,205,5,2705,2527,16805,6,1,,11,6,16805,, 
6914,阜爾運通,1,,,359,360,16556,,,,,,16556,, 
6916,華凌,,11,,541,530,16875,,,,,,16875,, 
6918,愛派司,,1,,55,54,8642,,,,,,8642,, 
6919,康霈*,,,,,,,,,,,,,,OX 
6923,中台,,11,,1982,1971,22872,,,,,,22872,, 
6928,攸泰科技,5,,1,848,852,21500,,,,,,21500,, 
6931,青松健康,10,,,137,147,16538,,,,,,16538,, 
6933,AMAX-KY,17,23,,748,742,10596,1,,,1,,10596,, 
6936,永鴻生技,,2,,258,256,18201,,,,,,18201,, 
6937,天虹,47,29,1,2353,2370,16913,,,,13,13,16913,1, 
6944,兆聯實業,49,56,7,1253,1239,19171,,,,,,19171,, 
6949,沛爾生醫-創,14,28,,5346,5332,16395,,1,,2,3,16395,, 
6951,青新-創,,,,63,63,11500,,,,,,11500,, 
6952,大武山,,,,26,26,17086,,,,,,17086,, 
6957,裕慶-KY,32,3,,1011,1040,13878,,,,,,13878,, 
6958,日盛台駿,,,,93,93,100822,,,,,,100822,, 
6962,奕力-KY,145,85,,9688,9748,123099,6,2,,9,5,123099,1, 
6965,中傑-KY,,,,44,44,39084,,,,,,39084,, 
6994,富威電力,215,40,,2716,2891,18540,1,15,,29,43,18540,, 
7705,三商餐飲,2,7,,98,93,16516,,,,,,16516,, 
7721,微程式,21,14,,519,526,12592,,,,1,1,12592,, 
7722,LINEPAY,5,3,,359,361,17000,,,,10,10,17000,, 
7730,暉盛-創,69,5,,273,337,9199,,,,,,9199,, 
7732,金興精密,,,,46,46,16170,,,,,,16170,, 
7736,虎山,1,,,28,29,19000,,,,,,19000,, 
7740,熙特爾-創,9,,,1221,1230,13300,,,,2,2,13300,, 
7749,意騰-KY,74,59,,1428,1443,11621,,,,25,25,11621,, 
7750,新代,30,109,,520,441,17960,,,,,,17960,, 
7765,中華資安,3,9,,358,352,10170,,,,,,10170,, 
7788,松川精密,87,229,,1382,1240,19936,10,,,19,9,19936,1, 
7791,皇家可口,3,,,4,7,20000,,,,,,20000,, 
7799,禾榮科,2,12,,436,426,39498,,,,6,6,39498,, 
8011,台通,45,45,23,3833,3810,41480,,1,,10,11,41480,, 
8016,矽創,88,215,,1784,1657,30034,,,,6,6,30034,1, 
8021,尖點,1418,1549,,12474,12343,36435,19,194,,314,489,36435,44, 
8028,昇陽半導體,1059,1001,,12392,12450,44914,149,104,81,725,599,44914,13, 
8033,雷虎,186,232,,7269,7223,36239,28,14,,64,50,36239,, 
8039,台虹,1891,1807,4,15690,15770,65917,65,15,,303,253,65917,5, 
8045,達運光電,9,11,9,4861,4850,23760,,1,,,1,23760,, 
8046,南電,395,559,5,9479,9310,161541,24,33,,493,502,161541,9, 
8070,長華*,221,48,,5228,5401,181412,1,,252,799,546,181412,1, 
8072,陞泰,9,3,2,1917,1921,20000,,,,,,20000,, 
8081,致新,434,226,,1052,1260,21543,,,,1,1,21543,5, 
8101,華冠,,,,,,,,,,,,,,OX 
8103,瀚荃,179,100,1,4721,4799,19609,1,1,,18,18,19609,, 
8104,錸寶,109,53,,4199,4255,26014,,,,24,24,26014,, 
8105,凌巨,333,661,,7590,7262,72140,7,18,,83,94,72140,17, 
8110,華東,961,350,1,21446,22056,129434,23,70,,132,179,129434,8, 
8112,至上,1402,912,2,18796,19284,131323,6,14,,398,406,131323,3, 
8114,振樺電,208,180,,4665,4693,19121,2,,,9,7,19121,29, 
8131,福懋科,362,369,10,7425,7408,110555,3,8,,9,14,110555,, 
8150,南茂,990,1437,28,15158,14683,176130,59,22,,204,167,176130,13, 
8162,微矽電子-創,95,57,,1196,1234,17175,,,,1,1,17175,, 
